34.3209,-118.2247,118770
41.8401,-87.8168,89709
29.8578,-95.3936,69955
33.349,-112.4915,131167
33.0343,-116.735,28661
33.7031,-117.7609,110303
25.6149,-80.5623,46815
32.7666,-96.7778,99135
40.6395,-73.9385,110192
33.7437,-115.9938,100245
40.7023,-73.8203,76567
36.2152,-115.0135,141385
47.4902,-121.8052,149376
34.8414,-116.1785,178825
32.7719,-97.2911,150362
29.4489,-98.52,118638
26.1523,-80.4871,123400
37.2318,-121.6951,12346
42.2819,-83.2822,87659
37.6469,-121.8888,38700
40.7784,-73.9674,154418
42.4856,-71.3918,43515
40.0077,-75.1339,76833
38.4493,-121.3443,116244
26.6476,-80.4655,113005
40.8686,-72.8448,170081
27.9292,-82.3092,30753
40.85,-73.8661,105598
28.5144,-81.3235,54501
40.7328,-73.5865,169381
39.9695,-83.0093,74054
42.6604,-83.3858,89543
45.0045,-93.477,173130
30.3344,-97.782,120707
41.4243,-81.6586,151859
40.4688,-79.9812,47548
38.8368,-77.277,131534
37.9191,-121.9277,147240
40.6673,-111.9236,127681
35.2467,-80.8328,107163
35.7903,-78.6503,62031
33.7903,-84.467,144379
39.1363,-77.2042,101498
32.0974,-111.7899,157340
33.188,-96.5724,134988
38.6407,-90.4434,64570
36.7582,-119.6493,31676
21.5008,-158.1053,108171
27.9199,-82.7256,126759
41.1624,-73.7561,91520
39.7817,-86.1385,103227
43.0072,-87.9669,85144
30.3316,-81.6708,152933
41.2711,-73.3893,121980
35.1842,-89.894,157239
40.9597,-74.0742,181254
33.9617,-84.0236,142690
41.852,-88.0856,123785
42.7639,-78.7323,207130
38.8295,-76.8473,117674
35.3426,-118.7301,73293
41.8064,-72.7329,118215
47.0241,-122.1046,118172
37.7558,-122.4449,134818
42.6957,-82.9323,52912
33.2055,-97.1168,57143
26.3967,-98.1811,102377
41.4106,-72.9321,174010
34.4561,-119.0836,153870
31.7686,-106.2348,97971
39.4627,-76.6393,130291
40.2108,-75.3673,147008
42.3514,-71.9077,157020
40.4392,-74.4117,42096
39.1955,-84.5428,75344
48.0475,-121.6975,161806
45.5468,-122.4148,157178
42.3334,-71.0719,130704
40.7872,-74.2471,160075
35.5515,-97.4072,64288
29.5275,-95.7709,99509
42.6732,-70.952,117651
38.1872,-85.6591,83080
37.4229,-122.329,153711
33.9415,-84.5767,93420
26.5779,-81.8337,40144
33.7715,-84.2264,123460
37.9348,-121.2714,167119
43.1464,-77.6961,151831
39.762,-104.8758,199891
38.8321,-104.5255,66660
27.9489,-81.6977,169370
42.1605,-71.2114,35521
38.9047,-77.0163,95588
39.0085,-94.3461,107969
42.3233,-88.0037,97223
36.1695,-86.7847,170144
41.445,-87.9786,172964
35.0514,-106.6702,160279
40.7371,-74.0779,95778
33.5543,-86.8964,124215
43.0322,-85.5493,122362
36.1211,-95.9415,144589
39.6498,-104.3392,101753
41.8721,-71.58,101982
40.337,-75.1069,60376
40.1199,-111.6703,94887
40.2603,-74.2213,116929
39.3051,-76.6144,95849
39.8855,-74.2813,76714
38.8838,-94.8223,166835
45.5601,-123.0983,169296
28.2936,-80.7323,80120
30.3002,-95.503,50172
39.5864,-105.2505,143187
39.0065,-76.6051,128606
30.6475,-97.6004,131348
41.2954,-96.1543,103317
39.9167,-75.3991,80067
41.7972,-71.1144,86194
39.5768,-75.6527,138860
40.6601,-74.3087,134702
45.0171,-93.0996,95380
37.5591,-120.9977,49779
29.0583,-81.1819,130485
40.0424,-76.2477,42396
43.0673,-89.4181,122313
41.126,-81.5322,91938
28.3091,-82.3932,92022
