34.3209,-118.2247,8885109
41.8401,-87.8168,4921277
29.8578,-95.3936,5301957
33.349,-112.4915,216413
33.0343,-116.735,243278
33.7031,-117.7609,5970557
25.6149,-80.5623,1016774
32.7666,-96.7778,7073335
40.6395,-73.9385,1763085
33.7437,-115.9938,2840964
40.7023,-73.8203,2900944
36.2152,-115.0135,6240309
47.4902,-121.8052,1064947
34.8414,-116.1785,652896
32.7719,-97.2911,3889006
29.4489,-98.52,3831996
26.1523,-80.4871,2408740
37.2318,-121.6951,1731511
42.2819,-83.2822,1765097
37.6469,-121.8888,4311576
40.7784,-73.9674,3510188
42.4856,-71.3918,7013250
40.0077,-75.1339,2128330
38.4493,-121.3443,611912
26.6476,-80.4655,5577513
40.8686,-72.8448,4966306
27.9292,-82.3092,489561
40.85,-73.8661,1147049
28.5144,-81.3235,152426
40.7328,-73.5865,464277
39.9695,-83.0093,1447118
42.6604,-83.3858,3230619
45.0045,-93.477,3270703
30.3344,-97.782,190024
41.4243,-81.6586,1500512
40.4688,-79.9812,1315809
38.8368,-77.277,5784668
37.9191,-121.9277,3798880
40.6673,-111.9236,9144208
35.2467,-80.8328,2246721
35.7903,-78.6503,8912135
33.7903,-84.467,3158638
39.1363,-77.2042,6252123
32.0974,-111.7899,1000563
33.188,-96.5724,1745567
38.6407,-90.4434,3770157
36.7582,-119.6493,7181044
21.5008,-158.1053,3356482
27.9199,-82.7256,563213
41.1624,-73.7561,4360198
39.7817,-86.1385,4242416
43.0072,-87.9669,2354076
30.3316,-81.6708,3101935
41.2711,-73.3893,4733230
35.1842,-89.894,349873
40.9597,-74.0742,4703274
33.9617,-84.0236,1770192
41.852,-88.0856,303486
42.7639,-78.7323,144478
38.8295,-76.8473,6649201
35.3426,-118.7301,3516200
41.8064,-72.7329,312507
47.0241,-122.1046,4073280
37.7558,-122.4449,5321450
42.6957,-82.9323,3122175
33.2055,-97.1168,4767469
26.3967,-98.1811,4535669
41.4106,-72.9321,9197072
34.4561,-119.0836,3761198
31.7686,-106.2348,4575423
39.4627,-76.6393,1090848
40.2108,-75.3673,723372
42.3514,-71.9077,5034166
40.4392,-74.4117,175036
39.1955,-84.5428,1315374
48.0475,-121.6975,748503
45.5468,-122.4148,5962720
42.3334,-71.0719,281856
40.7872,-74.2471,6352853
35.5515,-97.4072,1170617
29.5275,-95.7709,1243422
42.6732,-70.952,5882584
38.1872,-85.6591,460420
37.4229,-122.329,1165392
33.9415,-84.5767,4832218
26.5779,-81.8337,863882
33.7715,-84.2264,4215370
37.9348,-121.2714,222830
43.1464,-77.6961,659888
39.762,-104.8758,5147623
38.8321,-104.5255,1197375
27.9489,-81.6977,2528179
42.1605,-71.2114,3156992
38.9047,-77.0163,6670226
39.0085,-94.3461,4779786
42.3233,-88.0037,3038194
36.1695,-86.7847,4313968
41.445,-87.9786,4205913
35.0514,-106.6702,3351461
40.7371,-74.0779,873244
33.5543,-86.8964,2117501
43.0322,-85.5493,1148220
36.1211,-95.9415,728394
39.6498,-104.3392,6502908
41.8721,-71.58,5217099
40.337,-75.1069,3194142
40.1199,-111.6703,5472489
40.2603,-74.2213,3864750
39.3051,-76.6144,4703805
39.8855,-74.2813,815392
38.8838,-94.8223,990215
45.5601,-123.0983,4126435
28.2936,-80.7323,3244637
30.3002,-95.503,2629438
39.5864,-105.2505,2122718
39.0065,-76.6051,1575142
30.6475,-97.6004,4918129
41.2954,-96.1543,1497408
39.9167,-75.3991,6513513
41.7972,-71.1144,2144889
39.5768,-75.6527,5073337
40.6601,-74.3087,5373270
45.0171,-93.0996,4720437
37.5591,-120.9977,2872233
29.0583,-81.1819,364619
40.0424,-76.2477,7481104
43.0673,-89.4181,6362051
41.126,-81.5322,3332667
28.3091,-82.3932,530719
36.0795,-79.7889,731806
39.7547,-84.2907,303321
41.9388,-88.4286,4936264
39.9731,-75.7484,599946
41.9512,-70.8114,2374772
34.8941,-82.3706,3615700
37.6848,-97.461,3482908
47.6207,-117.404,9529318
39.8737,-104.3379,1941101
39.8035,-74.9597,4328578
41.0343,-74.3008,4142660
38.5289,-122.8881,5203026
40.862,-74.5445,3882594
41.4167,-87.3821,2781478
41.6855,-93.5735,6736880
45.7791,-122.4826,4298438
40.5808,-74.1524,8222292
43.4511,-116.2412,5836691
38.7029,-77.4809,21372
28.717,-81.2363,2967992
42.1351,-72.6316,246061
35.9932,-83.9371,781233
40.6656,-119.6643,5352061
36.2202,-118.8005,4750341
43.0058,-76.1946,5359268
36.7335,-76.0435,7084126
39.92,-76.7265,471901
32.9044,-111.3448,3052301
39.8777,-74.6681,5532297
34.6729,-120.0169,8164684
38.27,-121.9329,5286781
30.5383,-91.0956,3621467
29.7872,-90.1274,2143797
36.2171,-121.2388,3568095
41.6197,-83.659,732547
27.1845,-82.3315,452052
44.6719,-93.0654,1484395
26.1333,-97.5182,1001333
40.4163,-75.926,1391490
42.9153,-71.7161,1868584
45.188,-122.2209,6536527
34.0218,-80.9031,1814511
30.7872,-88.2058,1142739
32.8346,-79.9531,3675937
43.0217,-83.7067,1981344
39.0907,-77.6357,3403672
43.0182,-88.3045,4986670
38.782,-90.6749,5794449
27.4719,-82.3153,4856550
34.77,-92.312,720926
39.0634,-120.7177,238817
30.0687,-89.9288,3557147
39.4386,-84.5756,3817553
41.4021,-74.3056,2970572
26.1107,-81.3475,4736668
36.1306,-80.2563,4180622
43.9387,-122.8479,3329170
41.0909,-85.0666,1749091
40.8139,-81.3656,633764
42.2532,-83.8388,3657277
40.2834,-74.7018,1600127
29.1897,-95.4521,6797623
34.7631,-86.5502,4491053
40.6127,-75.5924,4352518
35.1808,-85.1648,731178
28.0626,-81.1495,801691
27.7254,-97.6134,1794026
29.2102,-82.0567,6308349
28.7615,-81.7113,979544
31.0373,-97.4788,382699
45.2733,-93.2465,1196845
40.99,-112.1115,1952668
40.3109,-79.4668,4218573
40.6664,-105.4612,3243065
37.3785,-77.587,2086237
39.3297,-104.9296,5848626
33.9214,-78.9966,6521312
44.9033,-122.5846,6071585
29.3945,-94.9635,233692
35.0487,-78.8277,6162425
40.0725,-86.052,890221
40.5635,-74.6163,1336093
37.538,-77.4058,408046
41.1524,-74.0241,2756677
40.0925,-105.3577,555470
35.8427,-86.4167,2761002
39.2507,-76.9312,372053
38.0423,-84.4587,720841
27.3772,-80.472,4928486
36.036,-78.8766,2055123
41.177,-75.9891,1934990
30.669,-87.363,5584910
40.7842,-96.6878,3348843
40.5548,-104.3925,252919
34.9309,-81.9908,1077315
41.2956,-82.151,5531180
33.6102,-101.8205,2697192
42.9876,-71.1254,2999374
42.3244,-88.4523,1882845
42.6002,-73.9736,2582303
38.6359,-90.2451,3972001
40.7542,-75.3076,722959
33.9023,-81.2722,2325053
43.8465,-70.399,1244638
41.7651,-73.7429,4624172
61.1508,-149.1091,1413935
30.458,-84.2779,1377165
39.7173,-75.1414,5291507
37.258,-93.342,8491566
42.5971,-84.3735,3775852
32.0043,-81.1329,766924
42.9598,-85.9961,1808571
33.5419,-84.3577,5475702
46.9258,-122.8332,1825454
42.3363,-89.1609,4010668
35.3871,-120.4044,1109056
35.2031,-97.3265,6375432
40.4154,-76.7795,1233333
27.7611,-99.3316,2992582
34.9748,-81.1845,1361574
37.1919,-120.7177,2298231
36.3387,-94.2561,3938314
37.0562,-122.0018,6698165
41.9925,-80.0327,101870
41.6167,-86.2899,3865358
47.613,-122.6716,803061
29.6748,-82.3577,7194261
41.4867,-72.1014,1441653
39.4777,-74.661,4929685
38.8297,-89.9049,1782482
