34.3209,-118.2247,10040682
41.8401,-87.8168,5169517
29.8578,-95.3936,4680609
33.349,-112.4915,4412779
33.0343,-116.735,3323970
33.7031,-117.7609,3170345
25.6149,-80.5623,2705528
32.7666,-96.7778,2622634
40.6395,-73.9385,2576771
33.7437,-115.9938,2437864
40.7023,-73.8203,2270976
36.2152,-115.0135,2228866
47.4902,-121.8052,2225064
34.8414,-116.1785,2162532
32.7719,-97.2911,2077153
29.4489,-98.52,1978826
26.1523,-80.4871,1942273
37.2318,-121.6951,1924379
42.2819,-83.2822,1753059
37.6469,-121.8888,1661584
40.7784,-73.9674,1629153
42.4856,-71.3918,1605899
40.0077,-75.1339,1581531
38.4493,-121.3443,1537948
26.6476,-80.4655,1482057
40.8686,-72.8448,1481364
27.9292,-82.3092,1451358
40.85,-73.8661,1427056
28.5144,-81.3235,1373784
40.7328,-73.5865,1355683
39.9695,-83.0093,1304715
42.6604,-83.3858,1255340
45.0045,-93.477,1255296
30.3344,-97.782,1250884
41.4243,-81.6586,1241475
40.4688,-79.9812,1218380
38.8368,-77.277,1149439
37.9191,-121.9277,1147788
40.6673,-111.9236,1146215
35.2467,-80.8328,1095170
35.7903,-78.6503,1091662
33.7903,-84.467,1051550
39.1363,-77.2042,1047661
32.0974,-111.7899,1038476
33.188,-96.5724,1006038
38.6407,-90.4434,996179
36.7582,-119.6493,990204
21.5008,-158.1053,979682
27.9199,-82.7256,970985
41.1624,-73.7561,968738
39.7817,-86.1385,957337
43.0072,-87.9669,949180
30.3316,-81.6708,948651
41.2711,-73.3893,944306
35.1842,-89.894,936611
40.9597,-74.0742,931275
33.9617,-84.0236,926414
41.852,-88.0856,926005
42.7639,-78.7323,918873
38.8295,-76.8473,910551
35.3426,-118.7301,892458
41.8064,-72.7329,892153
47.0241,-122.1046,891862
37.7558,-122.4449,874784
42.6957,-82.9323,870893
33.2055,-97.1168,861690
26.3967,-98.1811,861137
41.4106,-72.9321,855733
34.4561,-119.0836,845599
31.7686,-106.2348,836915
39.4627,-76.6393,828193
40.2108,-75.3673,827180
42.3514,-71.9077,826655
40.4392,-74.4117,825015
39.1955,-84.5428,815790
